timestamp,equipment_id,cycle_number,temp_chamber,temp_wafer,temp_coolant,pressure_chamber,pressure_gas,flow_gas,flow_coolant,vibration_x,vibration_y,voltage_main,current_main,thickness_measured,quality_score,failure_mode
"2023-01-01T00:00:00","EQ_007",1,126.66375036192557,131.2988308898104,35.38689997795622,0.9194514553527464,0.7821347880967805,88.15628076072375,52.218022094172305,0.1943891498416131,0.28346366066614426,227.34220271663784,16.682840094300246,496.7640500452116,0.8565366451412032,0
"2023-01-01T01:00:00","EQ_020",2,108.2304653282685,151.42692936266116,32.106414914762496,1.4012609659303048,0.6153726740649924,141.1698390964578,53.82321887761662,0.3904193919628993,0.2299222750023152,229.29348817267552,18.417853890668574,505.45478862740777,0.8561799450408942,0
"2023-01-01T02:00:00","EQ_015",3,152.42029838818354,145.58402484259662,24.171144011992727,1.187689332412961,0.712410828285072,67.18731119429762,54.48036196048504,0.5623687264063801,0.5076121169846363,227.312365010617,22.182470227502932,509.2691719854449,0.722112945601673,0
"2023-01-01T03:00:00","EQ_011",4,161.63208858733373,156.4822825513069,19.591262563505797,1.1915620599078929,0.780857003076745,80.86461336590864,46.05718949933047,0.3475716385126847,0.3606665957361611,205.82406474131287,14.630329761213805,533.9201963199167,0.8536583430278818,0
"2023-01-01T04:00:00","EQ_008",5,157.0753215779676,169.23805469985106,27.82843539834695,1.300942473130112,0.7551025918870938,96.89264531619355,56.5450294878074,0.7191887166915893,0.44886035695433363,231.31777884520952,15.512428571454002,492.7989105199803,0.946823209311848,0
"2023-01-01T05:00:00","EQ_007",6,127.05353545240789,123.03530641709023,24.696342948072534,1.103808505916777,0.8008650177308919,60.31912193623874,42.018097748188,0.3515726314930477,0.150634155456522,220.67193656095696,13.914551732985924,421.89730524285835,0.9840397833387278,0
"2023-01-01T06:00:00","EQ_019",7,165.58239217667892,149.56094450130126,32.75577522297852,1.419340126421661,0.6619171638723046,48.580277144896684,60.913932636213744,0.5286658178673317,0.35268567970379955,209.1440484402705,19.62692891299787,488.3966833139116,0.7320047192445205,0
"2023-01-01T07:00:00","EQ_011",8,139.52675957526972,131.57656798679727,14.168095782921108,1.4847924543539615,0.7539717649283164,60.49184766178783,57.824436487884824,0.4790086069781553,0.22699602933438298,219.75831792659613,22.81395831870552,521.7698979996694,0.8893495632097212,0
"2023-01-01T08:00:00","EQ_011",9,136.3964475878737,154.46679157640142,35.94028379644314,1.4922568555070472,0.8151909750726579,94.15821579377985,71.80901004584707,0.29706382528653535,0.4726083628517404,200.41334856687712,17.202495306161303,495.675482239373,0.870504175239474,1
"2023-01-01T09:00:00","EQ_004",10,139.19051647045225,141.73705598711877,27.65995303805902,0.8312170423469439,0.801020147142487,94.66579980231774,55.138484513055694,0.5120981990423151,0.5492916778865778,225.78298023010268,10.169756265663393,495.89752868488165,0.9670937472844425,0
"2023-01-01T10:00:00","EQ_008",11,151.17613383759115,145.32787313037008,20.93493939139814,1.154068546254314,0.8446893577647883,106.65998962465731,59.0909968654759,0.2376135690231842,0.6189549083820729,218.7229053346195,12.350670163539775,515.7863996472796,0.9253732090554614,0
"2023-01-01T11:00:00","EQ_003",12,127.72947642724392,129.6018708648423,28.66994613709283,0.8129538830384484,0.8388574361997534,96.05997036447316,34.394617119873956,0.4112777546450796,0.3056530400581213,207.2988434375417,18.478769694430426,519.7413008219121,0.9895785607495939,0
"2023-01-01T12:00:00","EQ_002",13,149.44446129421323,139.88287569864198,31.48710710644852,1.0469439876113316,0.7592893031245835,105.99032929021698,59.41696742305723,0.506054830899061,0.23081513619514468,217.09923393657445,11.566930900599136,446.40839564533934,0.9880097612745988,0
"2023-01-01T13:00:00","EQ_012",14,156.44172368075505,146.07594701329913,25.571734456518442,0.7205002257740684,0.8120118883075123,90.99567171123195,61.76456022364263,0.21453236218532856,0.33721095880415985,212.92534780956524,13.198402105341188,499.43947607375986,0.7677055280035662,0
"2023-01-01T14:00:00","EQ_006",15,166.60985844365422,161.2729377616805,16.175398079275787,1.2900533269278973,0.7200006905304963,114.29631514943362,65.04721293388451,0.6247003281841045,0.2951030616979432,213.56416181050793,13.09317705241198,494.1435733651453,0.9176052615701267,0
"2023-01-01T15:00:00","EQ_002",16,152.63934985831867,135.46527367109735,23.53076481826447,1.2438619271160347,0.7729771680972712,111.88620006347044,51.20466352341499,0.5520749337018922,0.46468500642196564,197.38967083940165,14.768548678863233,502.25358128185263,0.8591569274094684,0
"2023-01-01T16:00:00","EQ_001",17,129.9055725270931,138.39170114163625,30.19697526521069,1.1134797786886468,0.6944382528050295,93.46614760284962,46.5810662389199,0.6064001552577449,0.18958265618111472,203.2783657996533,15.770130508058793,440.90731471420867,0.7643805985645916,0
"2023-01-01T17:00:00","EQ_012",18,152.23335341478335,156.33147570618738,27.483323671136873,1.0417703778899396,0.9065424432276259,110.6602286934478,39.104852247233794,0.5004938152280106,0.13684074065788904,217.70301008642917,9.331705668580161,539.6925575843256,0.7584607246652202,0
"2023-01-01T18:00:00","EQ_012",19,134.0961258908082,134.68791659560827,24.217464845823137,1.262806324870734,0.7726505699469268,96.18708128102661,40.01964038132961,0.2698632837416448,0.34803275539639383,215.98249404988638,10.417683759266943,500.20171496398547,0.7243253023798859,0
"2023-01-01T19:00:00","EQ_017",20,133.23082265449574,158.70862172768952,31.541579154457178,0.9977155857257807,0.9063943446228064,69.5534816921379,49.74393325444284,0.49998542961750475,0.5089759096599136,229.73978161813727,10.48928055125319,512.7497702013932,0.9386635829256067,0
"2023-01-01T20:00:00","EQ_010",21,129.55944594690033,144.89096110328492,28.696529204161482,0.9841075770465346,0.8311496068688446,118.08993282765243,32.48562002796168,0.6246194167298849,0.2458814963364071,213.68217021329522,10.847917092258214,552.9795264202351,0.7973514341860028,0
"2023-01-01T21:00:00","EQ_016",22,121.33119480158965,148.63747553910213,29.08169577969172,0.9595167596130582,0.7114337738343769,81.86367906803142,42.31781391918701,0.261938242106747,0.5273669943409613,214.7301868034873,15.048020620403843,513.039583922015,0.9570906505986899,0
"2023-01-01T22:00:00","EQ_015",23,141.49255248096907,149.41026763011246,22.946826540095994,1.1592318138522701,0.8251106599001521,117.87647910283535,50.89522050760651,0.27783479668241096,0.4548006601040401,215.1976008417336,15.583734176300794,453.80279291103625,0.8824946098069644,0
"2023-01-01T23:00:00","EQ_015",24,166.93333114570362,137.6053533591207,22.463081591269507,1.0835384860934474,0.8809718265087845,106.48053544234047,50.67203452710211,0.45078312280977806,0.632019338010906,218.02970274200905,18.03955269458189,497.40668987145614,0.9020900064515383,0
"2023-01-02T00:00:00","EQ_019",25,183.84726023141314,149.67864183366873,16.50020139658489,1.1231523963072658,0.7922419208397486,98.30955381965755,40.3060624662917,0.42573409299353465,0.27966180003443664,220.91464067023966,16.664788288247454,520.2466427874449,0.7875021248830589,1
"2023-01-02T01:00:00","EQ_012",26,141.3962226248986,135.7315625882284,23.703041220313718,1.3043617480037464,0.8074029352341239,62.46013209097828,37.66136689541363,0.4967672330762468,0.15902921998047065,215.9367238916874,13.253227860764868,501.6988614156972,0.837188283818705,0
